key_id,service_trade_site_location_id,address_normalized,property_management_company_normalized,building_normalized,display_address,legacy_monthly_route_location_id,legacy_testing_site_id,keys_text,barcode_text,source,exported_at
2,,10 paul kane/11 cooperage place,proline,,10 Paul Kane/11 Cooperage Place,928,,UV 01,100161,legacy_location,2026-05-11T22:18:57.352487+00:00
3,,1000 mckenzie avenue,starlight/devon,,1000 Mckenzie Avenue,929,,M 0001,100229,legacy_location,2026-05-11T22:18:57.352487+00:00
4,,1000-1012 douglas street,itziar management ltd. (0824606 bc ltd.),,1000-1012 Douglas Street,930,,D 2101,100539,legacy_location,2026-05-11T22:18:57.352487+00:00
5,,1001 wharf street,pastoral developments ltd.,,1001 Wharf Street,931,,"NA 1001
[K2, F1]",100861,legacy_location,2026-05-11T22:18:57.352487+00:00
6,,10016 3rd street,cornerstone,,10016 3rd Street,932,,358,100203,legacy_location,2026-05-11T22:18:57.352487+00:00
7,,10017 avenger way,lumberworld operations ltd.,,10017 Avenger Way,933,,VG 71001,,legacy_location,2026-05-11T22:18:57.352487+00:00
8,,1002 mckenzie avenue,starlight/devon,,1002 Mckenzie Avenue,934,,M 2001,100966,legacy_location,2026-05-11T22:18:57.352487+00:00
9,,1002 pakington,proline,,1002 Pakington,935,,146,100903,legacy_location,2026-05-11T22:18:57.352487+00:00
10,,1002 wharf street,malahat properties,,1002 Wharf Street,936,,at reception,,legacy_location,2026-05-11T22:18:57.352487+00:00
11,,10025 resthaven drive,inken roller c/o richmond property group,,10025 Resthaven Drive,937,,349,100398,legacy_location,2026-05-11T22:18:57.352487+00:00
12,,10030 resthaven drive,raven property management ltd.,,10030 Resthaven Drive,938,,SC 03001,100998,legacy_location,2026-05-11T22:18:57.352487+00:00
13,,1004 pemberton road,raul caballero,,1004 Pemberton Road,939,,PB 4001,100404,legacy_location,2026-05-11T22:18:57.352487+00:00
14,,1005 & 1009 mckenzie avenue,firm management,,1005 & 1009 McKenzie Avenue,940,,MN 5001,100535,legacy_location,2026-05-11T22:18:57.352487+00:00
15,,1005 broad street,richmond property group,,1005 Broad Street,941,,K 5001 [K4],100340,legacy_location,2026-05-11T22:18:57.352487+00:00
16,,1005 pakington street,century 21 queenswood,,1005 Pakington Street,942,,171,100590,legacy_location,2026-05-11T22:18:57.352487+00:00
17,,1005 st. charles street,bross holdings,,1005 St. Charles Street,943,,HC 5001,100464,legacy_location,2026-05-11T22:18:57.352487+00:00
18,,1006 fort street,colliers,,1006 Fort Street,944,,ZZ 6001 K3-F1,100619,legacy_location,2026-05-11T22:18:57.352487+00:00
19,,1006 tolmie avenue,century 21 queenswood,,1006 Tolmie Avenue,945,,163,100251,legacy_location,2026-05-11T22:18:57.352487+00:00
20,,1007 esquimalt road,starlight properties,,1007 Esquimalt Road,946,,LT 7001,100595,legacy_location,2026-05-11T22:18:57.352487+00:00
21,,101 ontario street,proline property management,,101 Ontario Street,947,,TO 101,100210,legacy_location,2026-05-11T22:18:57.352487+00:00
22,,1010 mckenzie avenue,starlight/devon,,1010 Mckenzie Avenue,948,,M 101,100836,legacy_location,2026-05-11T22:18:57.352487+00:00
23,,1012 collinson street,hutton,,1012 Collinson Street,949,,M 2101 K3,100792,legacy_location,2026-05-11T22:18:57.352487+00:00
24,,1013 vancouver street,devon properties,,1013 Vancouver Street,950,,183,100959,legacy_location,2026-05-11T22:18:57.352487+00:00
25,,1015 kings road,darioush diba,,1015 Kings Road,951,,KQ 5101,100272,legacy_location,2026-05-11T22:18:57.352487+00:00
26,,10159 third street,realstar management,,10159 Third Street,952,,93,100807,legacy_location,2026-05-11T22:18:57.352487+00:00
27,,1017 queens avenue,starlight/devon,,1017 Queens Avenue,953,,111,100242,legacy_location,2026-05-11T22:18:57.352487+00:00
28,,1019 mcclure street,strata plan vis 308,,1019 McClure Street,954,,CL 9101,100450,legacy_location,2026-05-11T22:18:57.352487+00:00
29,,1019 rockland avenue,proline,,1019 Rockland Avenue,955,,ST 9101 K2,100558,legacy_location,2026-05-11T22:18:57.352487+00:00
30,,1020 park boulevard,pemberton holmes,,1020 Park Boulevard,956,,92,100728,legacy_location,2026-05-11T22:18:57.352487+00:00
31,,1020 pembroke street,brown bros.,,1020 Pembroke Street,957,,RT 0201 K2,100397,legacy_location,2026-05-11T22:18:57.352487+00:00
32,,1024 fairfield road,firm management,,1024 Fairfield Road,958,,WT 4201 K3,100782,legacy_location,2026-05-11T22:18:57.352487+00:00
33,,1025 johnson street,devon properties,,1025 Johnson Street,959,,JD 5201 K5-F2,100923,legacy_location,2026-05-11T22:18:57.352487+00:00
34,,1026 johnson street,firm management,,1026 Johnson Street,960,,WS 6201 K4-F1,,legacy_location,2026-05-11T22:18:57.352487+00:00
35,,1030 pendergast street,starlight/devon,,1030 Pendergast Street,961,,GT 0301,100580,legacy_location,2026-05-11T22:18:57.352487+00:00
36,,1031 burdett avenue,hutton,,1031 Burdett Avenue,962,,BA 1301 K2,,legacy_location,2026-05-11T22:18:57.352487+00:00
37,,1032 north park,pacific quorum $55,,1032 North Park,963,,435,100547,legacy_location,2026-05-11T22:18:57.352487+00:00
38,,1035 belmont avenue,belmont properties,,1035 Belmont Avenue,964,,445,100083,legacy_location,2026-05-11T22:18:57.352487+00:00
39,,1035 north park / 1720 cook street,first service residential,,1035 North Park / 1720 Cook Street,965,,TH 5301,100909,legacy_location,2026-05-11T22:18:57.352487+00:00
35,,1035 pendergast street,starlight/devon,,1035 Pendergast Street,966,,GT 0301,100580,legacy_location,2026-05-11T22:18:57.352487+00:00
41,,1036 stellys cross road,aleutian property management ltd,,1036 Stellys Cross Road,967,,424,100565,legacy_location,2026-05-11T22:18:57.352487+00:00
42,,104 dallas road,strata #1374 the dolphins,,104 Dallas Road,968,,SP 401 K1-F1,100373,legacy_location,2026-05-11T22:18:57.352487+00:00
41,,1040 stellys cross road,aleutian property management ltd,,1040 Stellys Cross Road,969,,424,100565,legacy_location,2026-05-11T22:18:57.352487+00:00
44,,1041 fairfield road,pemberton holmes,,1041 Fairfield Road,970,,68,100206,legacy_location,2026-05-11T22:18:57.352487+00:00
45,,1041 richardson road,capital west,,1041 Richardson Road,971,,RR 1401,100149,legacy_location,2026-05-11T22:18:57.352487+00:00
46,,1045 mcclure street,brown bros.,,1045 McClure Street,972,,332,100543,legacy_location,2026-05-11T22:18:57.352487+00:00
47,,10459 resthaven drive,proline,,10459 Resthaven Drive,973,,392,100335,legacy_location,2026-05-11T22:18:57.352487+00:00
47,,10461 resthaven drive,proline,,10461 Resthaven Drive,974,,392,100335,legacy_location,2026-05-11T22:18:57.352487+00:00
49,,1049 southgate street,devon properties,,1049 Southgate Street,975,,186,100822,legacy_location,2026-05-11T22:18:57.352487+00:00
50,,105 wilson street,pacifica housing,,105 Wilson Street,976,,W 501,100379,legacy_location,2026-05-11T22:18:57.352487+00:00
51,,1050 park boulevard,hutton,,1050 Park Boulevard,977,,P 0501 K2,100168,legacy_location,2026-05-11T22:18:57.352487+00:00
52,,10520 mcdonald park,complete residential property management,,10520 McDonald Park,978,,DN 02501,100337,legacy_location,2026-05-11T22:18:57.352487+00:00
53,,1055 hillside avenue,firm management,,1055 Hillside Avenue,979,,LM 5501,100864,legacy_location,2026-05-11T22:18:57.352487+00:00
54,,1057 moss street,tim slater,,1057 Moss Street,980,,SM 7501,100122,legacy_location,2026-05-11T22:18:57.352487+00:00
55,,1060 craigdarroch road,pemberton holmes,,1060 Craigdarroch Road,981,,373,100247,legacy_location,2026-05-11T22:18:57.352487+00:00
56,,1060 goldstream avenue,centurion properties,,1060 Goldstream Avenue,982,,412,100522,legacy_location,2026-05-11T22:18:57.352487+00:00
57,,1060 southgate street,southgate manor,,1060 Southgate Street,983,,42,100974,legacy_location,2026-05-11T22:18:57.352487+00:00
58,,1066 foul bay road,newport property,,1066 Foul Bay Road,984,,124,100843,legacy_location,2026-05-11T22:18:57.352487+00:00
59,,1069 southgate street,newport property management,,1069 Southgate Street,985,,307,100138,legacy_location,2026-05-11T22:18:57.352487+00:00
60,,1080 cypress road,storyoga inc.,,1080 Cypress Road,986,,CP 801,100497,legacy_location,2026-05-11T22:18:57.352487+00:00
61,,1088 johnson street,centurion property associates inc.,,1088 Johnson Street,987,,HJ 8801,100979,legacy_location,2026-05-11T22:18:57.352487+00:00
62,,109 wilson street,pacifica housing,,109 Wilson Street,988,,A 901,100795,legacy_location,2026-05-11T22:18:57.352487+00:00
63,,1090 johnson street,firm management,,1090 Johnson Street,989,,TM 0901,100365,legacy_location,2026-05-11T22:18:57.352487+00:00
64,,1097 view street,firm management,,1097 View Street,990,,VS 7901,100077,legacy_location,2026-05-11T22:18:57.352487+00:00
65,,110 douglas street,devon properties,,110 Douglas Street,991,,344,100483,legacy_location,2026-05-11T22:18:57.352487+00:00
66,,1106 balmoral road,peter hejjas,,1106 Balmoral Road,992,,127,100458,legacy_location,2026-05-11T22:18:57.352487+00:00
67,,1110 samar crescent,breakwater realty inc.,,1110 Samar Crescent,993,,MS 0111,100627,legacy_location,2026-05-11T22:18:57.352487+00:00
68,,1111 hillside avenue,century 21,,1111 Hillside Avenue,994,,OP 1111,100921,legacy_location,2026-05-11T22:18:57.352487+00:00
67,,1114 samar crescent,breakwater realty inc.,,1114 Samar Crescent,995,,MS 0111,100627,legacy_location,2026-05-11T22:18:57.352487+00:00
70,,1115 craigflower road,proline,,1115 Craigflower Road,996,,IW 5111 K6-G1,100437,legacy_location,2026-05-11T22:18:57.352487+00:00
661,,1118 balmoral road,devon properties ltd.,,1118 Balmoral Road,997,,BM 8111,100042,legacy_location,2026-05-11T22:18:57.352487+00:00
72,,1120 burdett ave,devon properties,,1120 Burdett Ave,999,,B0211,100153,legacy_location,2026-05-11T22:18:57.352487+00:00
73,,1120 richardson street,gibraltar,,1120 Richardson Street,1000,,4,100477,legacy_location,2026-05-11T22:18:57.352487+00:00
74,,1120 yates street,colliers,,1120 Yates Street,1001,,321,100550,legacy_location,2026-05-11T22:18:57.352487+00:00
75,,1122 hilda street,pemberton strata,,1122 Hilda Street,1002,,427,100013,legacy_location,2026-05-11T22:18:57.352487+00:00
76,,1122 mckenzie street,pemberton holmes,,1122 McKenzie Street,1003,,100,100226,legacy_location,2026-05-11T22:18:57.352487+00:00
77,,1125 douglas street,arpeg holdings cactus club,,1125 Douglas Street,1004,,Call Ken Cooper,,legacy_location,2026-05-11T22:18:57.352487+00:00
78,,1125 hillside avenue,devon properties,,1125 Hillside Avenue,1005,,H 5211,,legacy_location,2026-05-11T22:18:57.352487+00:00
79,,1126 rockland avenue,starlight/devon,,1126 Rockland Avenue,1006,,LD 6211,100410,legacy_location,2026-05-11T22:18:57.352487+00:00
80,,1127 wharf street,darcy's pub,,1127 Wharf Street,1007,,On Site,,legacy_location,2026-05-11T22:18:57.352487+00:00
81,,1130 fort street,pacifica housing,,1130 Fort Street,1008,,F 0311,100080,legacy_location,2026-05-11T22:18:57.352487+00:00
662,,1130 pandora avenue,devon properties ltd.,,1130 Pandora Avenue,1009,,PD 311,100752,legacy_location,2026-05-11T22:18:57.352487+00:00
82,,1132 mcclure street,devon properties,,1132 McClure Street,1010,,162,100791,legacy_location,2026-05-11T22:18:57.352487+00:00
83,,1133a reynolds road,abbeyfield st. peters,,1133A Reynolds Road,1011,,PQ 3311,100304,legacy_location,2026-05-11T22:18:57.352487+00:00
84,,1137-1139 yates street,equitex property management,,1137-1139 Yates Street,1012,,TY 7311,100964,legacy_location,2026-05-11T22:18:57.352487+00:00
85,,1145 bay street,ashton oaks c/o gateway prop,,1145 Bay Street,1013,,322,100095,legacy_location,2026-05-11T22:18:57.352487+00:00
86,,1150 hilda street,devon properties,,1150 Hilda Street,1014,,AH 0511,100134,legacy_location,2026-05-11T22:18:57.352487+00:00
87,,1150 queens avenue,pacific quorum,,1150 Queens Avenue,1015,,406,100452,legacy_location,2026-05-11T22:18:57.352487+00:00
88,,1150 rockland avenue,pemberton holmes,,1150 Rockland Avenue,1016,,346,100259,legacy_location,2026-05-11T22:18:57.352487+00:00
89,,1160 esquimalt road,starlight/devon,,1160 Esquimalt Road,1017,,EQ 611,100443,legacy_location,2026-05-11T22:18:57.352487+00:00
90,,1160 richardson street,lee & sharpe,,1160 Richardson Street,1018,,164,100364,legacy_location,2026-05-11T22:18:57.352487+00:00
91,,1165 meares street,pemberton holmes (new june 13/24),,1165 Meares Street,1019,,MA 5611 K2,100094,legacy_location,2026-05-11T22:18:57.352487+00:00
92,,1165 yates street,devon properties,,1165 Yates Street,1020,,340,100463,legacy_location,2026-05-11T22:18:57.352487+00:00
93,,1166 rockland avenue,freelance,,1166 Rockland Avenue,1021,,K 6611 K3,100160,legacy_location,2026-05-11T22:18:57.352487+00:00
94,,1177 esquimalt road,devon properties,,1177 Esquimalt Road,1022,,368,100290,legacy_location,2026-05-11T22:18:57.352487+00:00
95,,1178 beach drive,devon properties,,1178 Beach Drive,1023,,108,100656,legacy_location,2026-05-11T22:18:57.352487+00:00
96,,118 croft street,brown bros.,,118 Croft Street,1024,,366,100395,legacy_location,2026-05-11T22:18:57.352487+00:00
97,,1180 colville road,starlight properties c/o devon properties,,1180 Colville Road,1025,,CR 0811,100479,legacy_location,2026-05-11T22:18:57.352487+00:00
2472,,1180 fort street,western pacific property group,,1180 Fort Street,1026,,FT 811,100393,legacy_location,2026-05-11T22:18:57.352487+00:00
98,,1180 view street,devon properties,,1180 View Street,1027,,404,100571,legacy_location,2026-05-11T22:18:57.352487+00:00
99,,1185 yates street,devon properties,,1185 Yates Street,1028,,386,100303,legacy_location,2026-05-11T22:18:57.352487+00:00
100,,1190 may street,devon properties,,1190 May Street,1029,,409,100695,legacy_location,2026-05-11T22:18:57.352487+00:00
101,,1194 esquimalt road,capital west,,1194 Esquimalt Road,1030,,FM 4911,100078,legacy_location,2026-05-11T22:18:57.352487+00:00
103,,1196 sluggett road,firm management,,1196 Sluggett Road,1032,,OW 6911,100876,legacy_location,2026-05-11T22:18:57.352487+00:00
104,,120 douglas street,oakwood,,120 Douglas Street,1034,,AT 021 K3,100501,legacy_location,2026-05-11T22:18:57.352487+00:00
105,,"120 gorge road east - building ""a""",victoria native friendship centre,,"120 Gorge Road East - Building ""A""",1035,,GG 021,100978,legacy_location,2026-05-11T22:18:57.352487+00:00
105,,"120 gorge road east - building ""b""",victoria native friendship centre,,"120 Gorge Road East - Building ""B""",1036,,GG 021,100978,legacy_location,2026-05-11T22:18:57.352487+00:00
107,,1205 rudlin street,starlight properties c/o devon properties ltd.,,1205 Rudlin Street,1037,,DR 5021,100894,legacy_location,2026-05-11T22:18:57.352487+00:00
108,,1208 rockland avenue,devon properties,,1208 Rockland Avenue,1038,,133,100794,legacy_location,2026-05-11T22:18:57.352487+00:00
109,,1209 & 1229 clarke road,central saanich municipality,,1209 & 1229 Clarke Road,1039,,CC 9021 K4,100519,legacy_location,2026-05-11T22:18:57.352487+00:00
110,,1210 tattersall drive,bross holdings,,1210 Tattersall Drive,1040,,TT 0121,100625,legacy_location,2026-05-11T22:18:57.352487+00:00
111,,1216 johnson street,devon properties,,1216 Johnson Street,1041,,180,100347,legacy_location,2026-05-11T22:18:57.352487+00:00
112,,1217 pandora avenue,south island property management,,1217 Pandora Avenue,1042,,RP 7121,100957,legacy_location,2026-05-11T22:18:57.352487+00:00
113,,1220 pandora avenue,devon properties,,1220 Pandora Avenue,1043,,136,100237,legacy_location,2026-05-11T22:18:57.352487+00:00
114,,1222 douglas street,firm management,,1222 Douglas Street,1044,,DR 2221 (to access upstairs area),100405,legacy_location,2026-05-11T22:18:57.352487+00:00
115,,1224 balmoral road,devon properties,,1224 Balmoral Road,1045,,B4221,100684,legacy_location,2026-05-11T22:18:57.352487+00:00
116,,1226 johnson street,pemberton holmes - residential,,1226 Johnson Street,1046,,HJ 1226,100928,legacy_location,2026-05-11T22:18:57.352487+00:00
118,,1230 fort street,pacific quorum,,1230 Fort Street,1048,,x405,,legacy_location,2026-05-11T22:18:57.352487+00:00
119,,1230 verdier avenue,starlight/devon,,1230 Verdier Avenue,1049,,440,100826,legacy_location,2026-05-11T22:18:57.352487+00:00
120,,1233 fairfield road,starlight/devon,,1233 Fairfield Road,1050,,178,100724,legacy_location,2026-05-11T22:18:57.352487+00:00
121,,1234 fort street,hutton,,1234 Fort Street,1051,,CP 4321 K2,100432,legacy_location,2026-05-11T22:18:57.352487+00:00
80,,1234 wharf street,complete residential,,1234 Wharf Street,1052,,KEY AT SITE,,legacy_location,2026-05-11T22:18:57.352487+00:00
123,,1235 johnson street,century 21 queenswood realty ltd.,,1235 Johnson Street,1053,,HJ 5321,100735,legacy_location,2026-05-11T22:18:57.352487+00:00
113,,1236 pandora avenue,starlight/devon,,1236 Pandora Avenue,1054,,136,100237,legacy_location,2026-05-11T22:18:57.352487+00:00
119,,1236 verdier avenue,starlight/devon,,1236 Verdier Avenue,1055,,440,100826,legacy_location,2026-05-11T22:18:57.352487+00:00
126,,1249 rockland avenue,sanpra real estate inc.,,1249 Rockland Avenue,1056,,137,100359,legacy_location,2026-05-11T22:18:57.352487+00:00
127,,125 croft street,pacific cove,,125 Croft Street,1057,,TC 521,100942,legacy_location,2026-05-11T22:18:57.352487+00:00
128,,1250 wharf street,servissio property services ltd.,,1250 Wharf Street,1058,,TG 0521 K4,100218,legacy_location,2026-05-11T22:18:57.352487+00:00
129,,1252 pandora avenue,brown bros.,,1252 Pandora Avenue,1059,,TA 2521 K2,100351,legacy_location,2026-05-11T22:18:57.352487+00:00
130,,1255 denman street,devon properties,,1255 Denman Street,1060,,408,100211,legacy_location,2026-05-11T22:18:57.352487+00:00
131,,127 howe street,newport property,,127 Howe Street,1061,,101,100643,legacy_location,2026-05-11T22:18:57.352487+00:00
132,,1270 beach drive,associa bc,,1270 Beach Drive,1062,,306,100816,legacy_location,2026-05-11T22:18:57.352487+00:00
133,,1275 oscar street,1275 oscar street holdings ltd,,1275 Oscar Street,1063,,OC 5721 K1,100686,legacy_location,2026-05-11T22:18:57.352487+00:00
134,,129 gorge road e,belmont properties,,129 Gorge Road E,1064,,453,100851,legacy_location,2026-05-11T22:18:57.352487+00:00
135,,1291 craigflower road,devon properties,,1291 Craigflower Road,1065,,413,100891,legacy_location,2026-05-11T22:18:57.352487+00:00
135,,1293 craigflower road,devon properties,,1293 Craigflower Road,1066,,413,100891,legacy_location,2026-05-11T22:18:57.352487+00:00
135,,1295 craigflower road,devon properties,,1295 Craigflower Road,1067,,413,100891,legacy_location,2026-05-11T22:18:57.352487+00:00
135,,1297 craigflower road,devon properties,,1297 Craigflower Road,1068,,413,100891,legacy_location,2026-05-11T22:18:57.352487+00:00
139,,1300 yates street,pacific cove,,1300 Yates Street,1069,,RA 0031 K2,100044,legacy_location,2026-05-11T22:18:57.352487+00:00
140,,1301 fort street,proline,,1301 Fort Street,1070,,YT 1031 K1,100294,legacy_location,2026-05-11T22:18:57.352487+00:00
141,,1301 pandora,devon properties,,1301 Pandora,1071,,153,100466,legacy_location,2026-05-11T22:18:57.352487+00:00
142,,1308-1312 douglas street,exchequer,,1308-1312 Douglas Street,1072,,339,100310,legacy_location,2026-05-11T22:18:57.352487+00:00
134,,131 gorge road e,belmont properties,,131 Gorge Road E,1073,,453,100851,legacy_location,2026-05-11T22:18:57.352487+00:00
144,,1312 beach drive,south island,,1312 Beach Drive,1074,,3,100641,legacy_location,2026-05-11T22:18:57.352487+00:00
145,,1312 blanshard street,richmond property group,,1312 Blanshard Street,1075,,CB 2131 K1-F2,100034,legacy_location,2026-05-11T22:18:57.352487+00:00
146,,1317 hillside,vince collard,,1317 Hillside,1076,,H 7131,100352,legacy_location,2026-05-11T22:18:57.352487+00:00
147,,1319 newport avenue,christiane selenz,,1319 Newport Avenue,1077,,NA 9131,100688,legacy_location,2026-05-11T22:18:57.352487+00:00
148,,1320 rockland avenue,brown bros.,,1320 Rockland Avenue,1078,,161,100532,legacy_location,2026-05-11T22:18:57.352487+00:00
149,,1321 broad street,richmond property group ltd.,,1321 Broad Street,1079,,378,100739,legacy_location,2026-05-11T22:18:57.352487+00:00
150,,1321 fernwood road,victoria native friendship centre,,1321 Fernwood Road,1080,,WF 1231,100092,legacy_location,2026-05-11T22:18:57.352487+00:00
151,,1322 blanshard street,devon properties,,1322 Blanshard Street,1081,,382,100445,legacy_location,2026-05-11T22:18:57.352487+00:00
152,,1325 franklin terrace,newport property management,,1325 Franklin Terrace,1082,,173,100605,legacy_location,2026-05-11T22:18:57.352487+00:00
154,,133 gorge road e,belmont properties,,133 Gorge Road E,1084,,454,,legacy_location,2026-05-11T22:18:57.352487+00:00
155,,1337 saunders street,belmont properties,,1337 Saunders Street,1085,,DS 7331,100810,legacy_location,2026-05-11T22:18:57.352487+00:00
156,,1340 sussex road,belmont properties,,1340 Sussex Road,1086,,447,100143,legacy_location,2026-05-11T22:18:57.352487+00:00
134,,135 gorge road e,belmont properties,,135 Gorge Road E,1087,,453,100851,legacy_location,2026-05-11T22:18:57.352487+00:00
158,,1350 stanley avenue,capital west,,1350 Stanley Avenue,1088,,SA 0531,100808,legacy_location,2026-05-11T22:18:57.352487+00:00
159,,1354 craigdarroch road,newport property management,,1354 Craigdarroch Road,1089,,174,100451,legacy_location,2026-05-11T22:18:57.352487+00:00
160,,1368 pandora avenue,capital west,,1368 Pandora Avenue,1090,,PP 8631,100130,legacy_location,2026-05-11T22:18:57.352487+00:00
161,,1369 mitchell street,oak bay united church,,1369 Mitchell Street,1091,,UC 9631 K2,100394,legacy_location,2026-05-11T22:18:57.352487+00:00
162,,1392 rockland avenue,gibraltar,,1392 Rockland Avenue,1092,,30,100256,legacy_location,2026-05-11T22:18:57.352487+00:00
163,,1399 stanley avenue,belmont properties,,1399 Stanley Avenue,1093,,452,100123,legacy_location,2026-05-11T22:18:57.352487+00:00
164,,1400 beach drive,capital west,,1400 Beach Drive,1094,,BR 0041,100690,legacy_location,2026-05-11T22:18:57.352487+00:00
165,,1400 quadra street,starlight properties c/o devon properties ltd.,,1400 Quadra Street,1095,,DQ 0041,100271,legacy_location,2026-05-11T22:18:57.352487+00:00
166,,1407 fort street,proline,,1407 Fort Street,1096,,ZT 7041 K2,100003,legacy_location,2026-05-11T22:18:57.352487+00:00
167,,1407 government street,south island property mgmt,,1407 Government Street,1097,,GS 7041 K6,100409,legacy_location,2026-05-11T22:18:57.352487+00:00
